player,turn,deadwood,score,opp_score,hand_result,match_result
1,12,24,28,32,-27,0
0,13,15,32,28,27,1
1,14,22,28,32,-27,0
0,15,18,32,28,27,1
1,16,22,28,32,-27,0
1,1,64,28,59,-11,0
0,2,61,59,28,11,1
1,3,64,28,59,-11,0
0,4,61,59,28,11,1
1,5,61,28,59,-11,0
0,6,61,59,28,11,1
1,7,57,28,59,-11,0
0,8,45,59,28,11,1
1,9,51,28,59,-11,0
0,10,44,59,28,11,1
1,11,28,28,59,-11,0
0,12,44,59,28,11,1
1,13,15,28,59,-11,0
0,14,19,59,28,11,1
0,1,38,70,28,-28,1
1,2,31,28,70,28,0
0,3,38,70,28,-28,1
1,4,31,28,70,28,0
0,5,38,70,28,-28,1
1,6,31,28,70,28,0
0,7,37,70,28,-28,1
1,8,24,28,70,28,0
1,1,34,56,70,-17,0
0,2,24,70,56,17,1
1,3,34,56,70,-17,0
0,4,24,70,56,17,1
1,5,32,56,70,-17,0
0,6,18,70,56,17,1
1,7,29,56,70,-17,0
0,8,18,70,56,17,1
0,1,57,87,56,2,1
1,2,44,56,87,-2,0
0,3,57,87,56,2,1
1,4,44,56,87,-2,0
0,5,62,87,56,2,1
1,6,24,56,87,-2,0
0,7,32,87,56,2,1
1,1,64,56,89,26,0
0,2,45,89,56,-26,1
1,3,64,56,89,26,0
0,4,26,89,56,-26,1
1,5,40,56,89,26,0
0,6,28,89,56,-26,1
1,7,38,56,89,26,0
0,8,33,89,56,-26,1
1,9,12,56,89,26,0
0,1,71,89,82,-15,1
1,2,57,82,89,15,0
0,3,71,89,82,-15,1
1,4,57,82,89,15,0
0,5,68,89,82,-15,1
1,6,52,82,89,15,0
0,7,44,89,82,-15,1
1,8,43,82,89,15,0
0,9,44,89,82,-15,1
1,10,43,82,89,15,0
0,11,43,89,82,-15,1
1,12,33,82,89,15,0
0,13,41,89,82,-15,1
1,14,33,82,89,15,0
0,15,49,89,82,-15,1
1,16,29,82,89,15,0
0,17,27,89,82,-15,1
1,18,26,82,89,15,0
1,1,64,97,89,-40,0
0,2,57,89,97,40,1
1,3,64,97,89,-40,0
0,4,27,89,97,40,1
1,5,64,97,89,-40,0
0,6,23,89,97,40,1
0,1,56,0,0,24,1
1,2,67,0,0,-24,0
0,3,56,0,0,24,1
1,4,67,0,0,-24,0
0,5,48,0,0,24,1
1,6,37,0,0,-24,0
0,7,48,0,0,24,1
1,8,36,0,0,-24,0
0,9,22,0,0,24,1
1,1,54,0,24,-7,0
0,2,75,24,0,7,1
1,3,54,0,24,-7,0
0,4,75,24,0,7,1
1,5,45,0,24,-7,0
0,6,75,24,0,7,1
1,7,41,0,24,-7,0
0,8,47,24,0,7,1
1,9,20,0,24,-7,0
0,10,47,24,0,7,1
1,11,17,0,24,-7,0
0,12,35,24,0,7,1
0,1,84,31,0,13,1
1,2,50,0,31,-13,0
0,3,84,31,0,13,1
1,4,50,0,31,-13,0
0,5,75,31,0,13,1
1,6,45,0,31,-13,0
0,7,75,31,0,13,1
1,8,38,0,31,-13,0
0,9,74,31,0,13,1
1,10,37,0,31,-13,0
0,11,44,31,0,13,1
1,12,18,0,31,-13,0
0,13,19,31,0,13,1
1,1,48,0,44,-46,0
0,2,74,44,0,46,1
1,3,48,0,44,-46,0
0,4,44,44,0,46,1
1,5,46,0,44,-46,0
0,6,16,44,0,46,1
1,7,39,0,44,-46,0
0,8,11,44,0,46,1
1,9,29,0,44,-46,0
0,10,11,44,0,46,1
0,1,52,90,0,-14,1
1,2,59,0,90,14,0
0,3,31,90,0,-14,1
1,4,29,0,90,14,0
0,5,30,90,0,-14,1
1,6,27,0,90,14,0
1,1,44,14,90,33,0
0,2,59,90,14,-33,1
1,3,44,14,90,33,0
0,4,59,90,14,-33,1
1,5,30,14,90,33,0
0,6,53,90,14,-33,1
1,7,30,14,90,33,0
0,8,53,90,14,-33,1
1,9,30,14,90,33,0
0,10,48,90,14,-33,1
1,11,26,14,90,33,0
0,12,32,90,14,-33,1
1,13,26,14,90,33,0
0,14,35,90,14,-33,1
1,15,17,14,90,33,0
0,16,36,90,14,-33,1
1,17,17,14,90,33,0
0,1,72,90,47,-10,1
1,2,54,47,90,10,0
0,3,72,90,47,-10,1
1,4,54,47,90,10,0
0,5,70,90,47,-10,1
1,6,50,47,90,10,0
0,7,50,90,47,-10,1
1,8,50,47,90,10,0
0,9,46,90,47,-10,1
1,10,21,47,90,10,0
0,11,44,90,47,-10,1
1,12,20,47,90,10,0
0,13,45,90,47,-10,1
1,14,14,47,90,10,0
1,1,57,57,90,25,0
0,2,77,90,57,-25,1
1,3,41,57,90,25,0
0,4,83,90,57,-25,1
1,5,20,57,90,25,0
0,6,43,90,57,-25,1
1,7,20,57,90,25,0
0,8,43,90,57,-25,1
1,9,20,57,90,25,0
0,1,49,90,82,-15,1
1,2,68,82,90,15,0
0,3,49,90,82,-15,1
1,4,40,82,90,15,0
0,5,49,90,82,-15,1
1,6,30,82,90,15,0
0,7,21,90,82,-15,1
1,8,30,82,90,15,0
0,9,20,90,82,-15,1
1,10,30,82,90,15,0
0,11,11,90,82,-15,1
1,12,30,82,90,15,0
0,13,19,90,82,-15,1
1,14,26,82,90,15,0
0,15,21,90,82,-15,1
1,16,12,82,90,15,0
0,17,26,90,82,-15,1
1,18,12,82,90,15,0
0,19,20,90,82,-15,1
1,20,12,82,90,15,0
1,1,45,97,90,-39,0
0,2,60,90,97,39,1
1,3,45,97,90,-39,0
0,4,60,90,97,39,1
1,5,45,97,90,-39,0
0,6,51,90,97,39,1
1,7,40,97,90,-39,0
0,8,26,90,97,39,1
1,1,70,0,0,-25,0
0,2,61,0,0,25,1
1,3,70,0,0,-25,0
0,4,61,0,0,25,1
1,5,48,0,0,-25,0
0,6,58,0,0,25,1
1,7,48,0,0,-25,0
0,8,51,0,0,25,1
1,9,41,0,0,-25,0
0,10,46,0,0,25,1
1,11,35,0,0,-25,0
0,12,46,0,0,25,1
1,13,35,0,0,-25,0
0,14,46,0,0,25,1
1,15,13,0,0,-25,0
0,16,46,0,0,25,1
1,17,11,0,0,-25,0
0,18,35,0,0,25,1
1,19,11,0,0,-25,0
0,20,27,0,0,25,1
1,21,11,0,0,-25,0
0,22,27,0,0,25,1
1,23,11,0,0,-25,0
0,24,14,0,0,25,1
1,25,11,0,0,-25,0
0,26,12,0,0,25,1
1,27,11,0,0,-25,0
0,1,56,25,0,-34,1
1,2,47,0,25,34,0
0,3,41,25,0,-34,1
1,4,18,0,25,34,0
1,1,67,34,25,-29,0
0,2,66,25,34,29,1
1,3,67,34,25,-29,0
0,4,66,25,34,29,1
1,5,67,34,25,-29,0
0,6,61,25,34,29,1
1,7,64,34,25,-29,0
0,8,55,25,34,29,1
1,9,36,34,25,-29,0
0,10,35,25,34,29,1
1,11,18,34,25,-29,0
0,12,31,25,34,29,1
1,13,18,34,25,-29,0
0,14,35,25,34,29,1
1,15,18,34,25,-29,0
0,16,29,25,34,29,1
1,17,18,34,25,-29,0
0,18,29,25,34,29,1
1,19,17,34,25,-29,0
0,20,17,25,34,29,1
1,21,11,34,25,-29,0
0,22,11,25,34,29,1
1,23,11,34,25,-29,0
0,1,62,54,34,9,1
1,2,70,34,54,-9,0
0,3,62,54,34,9,1
1,4,70,34,54,-9,0
0,5,60,54,34,9,1
1,6,40,34,54,-9,0
0,7,33,54,34,9,1
1,8,16,34,54,-9,0
0,9,30,54,34,9,1
1,1,44,34,63,-16,0
0,2,74,63,34,16,1
1,3,44,34,63,-16,0
0,4,44,63,34,16,1
1,5,43,34,63,-16,0
0,6,44,63,34,16,1
0,1,34,79,34,-16,1
1,2,72,34,79,16,0
0,3,34,79,34,-16,1
1,4,72,34,79,16,0
0,5,27,79,34,-16,1
1,6,66,34,79,16,0
0,7,27,79,34,-16,1
1,8,66,34,79,16,0
0,9,20,79,34,-16,1
1,10,30,34,79,16,0
0,11,22,79,34,-16,1
1,12,12,34,79,16,0
1,1,71,50,79,9,0
0,2,25,79,50,-9,1
1,3,71,50,79,9,0
0,4,25,79,50,-9,1
1,5,67,50,79,9,0
0,6,19,79,50,-9,1
1,7,67,50,79,9,0
0,8,19,79,50,-9,1
1,9,46,50,79,9,0
0,10,19,79,50,-9,1
1,11,16,50,79,9,0
0,1,49,79,59,15,1
1,2,50,59,79,-15,0
0,3,49,79,59,15,1
1,4,50,59,79,-15,0
0,5,53,79,59,15,1
1,6,28,59,79,-15,0
0,7,59,79,59,15,1
1,8,22,59,79,-15,0
0,9,29,79,59,15,1
1,1,43,59,94,30,0
0,2,59,94,59,-30,1
1,3,43,59,94,30,0
0,4,59,94,59,-30,1
1,5,34,59,94,30,0
0,6,59,94,59,-30,1
1,7,34,59,94,30,0
0,1,40,94,89,2,1
1,2,55,89,94,-2,0
0,3,40,94,89,2,1
1,4,37,89,94,-2,0
0,5,40,94,89,2,1
1,6,37,89,94,-2,0
0,7,40,94,89,2,1
1,8,37,89,94,-2,0
0,9,13,94,89,2,1
1,10,36,89,94,-2,0
0,11,13,94,89,2,1
1,1,62,89,96,-42,0
0,2,43,96,89,42,1
1,3,62,89,96,-42,0
0,4,43,96,89,42,1
1,5,61,89,96,-42,0
0,6,37,96,89,42,1
1,7,55,89,96,-42,0
0,8,35,96,89,42,1
1,9,55,89,96,-42,0
0,10,27,96,89,42,1
1,11,55,89,96,-42,0
0,12,11,96,89,42,1
1,13,52,89,96,-42,0
0,14,11,96,89,42,1
1,15,52,89,96,-42,0
0,16,11,96,89,42,1
0,1,62,0,0,29,1
1,2,72,0,0,-29,0
0,3,62,0,0,29,1
1,4,72,0,0,-29,0
0,5,37,0,0,29,1
1,6,64,0,0,-29,0
0,7,40,0,0,29,1
1,1,57,0,29,11,0
0,2,58,29,0,-11,1
1,3,27,0,29,11,0
0,4,29,29,0,-11,1
1,5,27,0,29,11,0
0,6,31,29,0,-11,1
1,7,27,0,29,11,0
0,8,31,29,0,-11,1
1,9,19,0,29,11,0
0,10,31,29,0,-11,1
1,11,19,0,29,11,0
0,12,13,29,0,-11,1
1,13,17,0,29,11,0
0,14,15,29,0,-11,1
1,15,14,0,29,11,0
0,16,15,29,0,-11,1
1,17,14,0,29,11,0
0,1,57,29,11,-6,1
1,2,64,11,29,6,0
0,3,57,29,11,-6,1
1,4,47,11,29,6,0
0,5,56,29,11,-6,1
1,6,47,11,29,6,0
0,7,26,29,11,-6,1
1,8,47,11,29,6,0
0,9,19,29,11,-6,1
1,10,21,11,29,6,0
0,11,19,29,11,-6,1
1,12,14,11,29,6,0
1,1,38,17,29,25,0
0,2,57,29,17,-25,1
1,3,38,17,29,25,0
0,1,68,29,42,19,1
1,2,65,42,29,-19,0
0,3,45,29,42,19,1
1,4,45,42,29,-19,0
0,5,45,29,42,19,1
1,6,45,42,29,-19,0
0,7,48,29,42,19,1
1,8,36,42,29,-19,0
0,9,20,29,42,19,1
1,1,68,42,48,-3,0
0,2,80,48,42,3,1
1,3,46,42,48,-3,0
0,4,71,48,42,3,1
1,5,46,42,48,-3,0
0,6,41,48,42,3,1
1,7,16,42,48,-3,0
0,8,32,48,42,3,1
0,1,45,51,42,30,1
1,2,47,42,51,-30,0
0,3,45,51,42,30,1
1,4,47,42,51,-30,0
0,5,38,51,42,30,1
1,1,67,42,81,5,0
0,2,46,81,42,-5,1
1,3,67,42,81,5,0
0,4,46,81,42,-5,1
1,5,39,42,81,5,0
0,6,39,81,42,-5,1
1,7,33,42,81,5,0
0,8,40,81,42,-5,1
1,9,13,42,81,5,0
0,10,40,81,42,-5,1
1,11,13,42,81,5,0
0,12,20,81,42,-5,1
1,13,13,42,81,5,0
0,1,20,81,47,44,1
1,2,62,47,81,-44,0
0,3,12,81,47,44,1
1,1,35,0,0,53,0
0,2,55,0,0,-53,1
1,3,28,0,0,53,0
0,1,58,0,53,31,1
1,2,42,53,0,-31,0
0,3,58,0,53,31,1
1,4,42,53,0,-31,0
0,5,31,0,53,31,1
1,6,39,53,0,-31,0
0,7,31,0,53,31,1
1,8,38,53,0,-31,0
0,9,37,0,53,31,1
1,1,50,53,31,-25,0
0,2,64,31,53,25,1
1,3,50,53,31,-25,0
0,4,64,31,53,25,1
1,5,43,53,31,-25,0
0,6,36,31,53,25,1
1,7,17,53,31,-25,0
0,8,36,31,53,25,1
1,9,17,53,31,-25,0
0,10,26,31,53,25,1
1,11,17,53,31,-25,0
0,12,25,31,53,25,1
1,13,17,53,31,-25,0
0,14,25,31,53,25,1
1,15,17,53,31,-25,0
0,16,21,31,53,25,1
1,17,17,53,31,-25,0
0,18,19,31,53,25,1
1,19,17,53,31,-25,0
0,20,19,31,53,25,1
1,21,17,53,31,-25,0
0,1,70,56,53,30,1
1,2,39,53,56,-30,0
0,3,70,56,53,30,1
1,4,39,53,56,-30,0
0,5,63,56,53,30,1
1,6,39,53,56,-30,0
0,7,59,56,53,30,1
1,8,33,53,56,-30,0
0,9,59,56,53,30,1
1,10,30,53,56,-30,0
0,11,32,56,53,30,1
1,12,29,53,56,-30,0
0,13,28,56,53,30,1
1,14,29,53,56,-30,0
0,15,13,56,53,30,1
1,16,29,53,56,-30,0
0,17,11,56,53,30,1
1,18,29,53,56,-30,0
1,1,66,53,86,14,0
0,2,65,86,53,-14,1
1,3,42,53,86,14,0
0,4,62,86,53,-14,1
1,5,32,53,86,14,0
0,6,58,86,53,-14,1
1,7,32,53,86,14,0
0,8,58,86,53,-14,1
1,9,32,53,86,14,0
0,10,49,86,53,-14,1
1,11,24,53,86,14,0
0,12,25,86,53,-14,1
1,13,20,53,86,14,0
0,14,25,86,53,-14,1
1,15,20,53,86,14,0
0,16,25,86,53,-14,1
1,17,19,53,86,14,0
0,18,25,86,53,-14,1
1,19,16,53,86,14,0
0,1,60,86,67,49,1
1,2,53,67,86,-49,0
0,3,30,86,67,49,1
1,4,26,67,86,-49,0
0,5,20,86,67,49,1
1,6,26,67,86,-49,0
0,7,20,86,67,49,1
1,8,24,67,86,-49,0
0,9,13,86,67,49,1
0,1,67,0,0,-10,1
1,2,61,0,0,10,0
0,3,67,0,0,-10,1
1,4,48,0,0,10,0
0,5,63,0,0,-10,1
1,6,42,0,0,10,0
0,7,60,0,0,-10,1
1,8,16,0,0,10,0
0,9,42,0,0,-10,1
1,10,16,0,0,10,0
0,11,36,0,0,-10,1
1,12,16,0,0,10,0
0,13,34,0,0,-10,1
1,14,16,0,0,10,0
0,15,36,0,0,-10,1
1,16,13,0,0,10,0
0,17,36,0,0,-10,1
1,18,13,0,0,10,0
0,19,36,0,0,-10,1
1,20,13,0,0,10,0
0,21,41,0,0,-10,1
1,22,13,0,0,10,0
1,1,71,10,0,-9,0
0,2,73,0,10,9,1
1,3,71,10,0,-9,0
0,4,73,0,10,9,1
1,5,57,10,0,-9,0
0,6,68,0,10,9,1
1,7,50,10,0,-9,0
0,8,43,0,10,9,1
1,9,48,10,0,-9,0
0,10,43,0,10,9,1
1,11,42,10,0,-9,0
0,12,13,0,10,9,1
1,13,19,10,0,-9,0
0,14,13,0,10,9,1
0,1,36,9,10,-3,1
1,2,64,10,9,3,0
0,3,36,9,10,-3,1
1,4,64,10,9,3,0
0,5,27,9,10,-3,1
1,6,64,10,9,3,0
0,7,27,9,10,-3,1
1,8,60,10,9,3,0
0,9,25,9,10,-3,1
1,10,59,10,9,3,0
0,11,25,9,10,-3,1
1,12,56,10,9,3,0
0,13,27,9,10,-3,1
1,14,39,10,9,3,0
0,15,17,9,10,-3,1
1,16,17,10,9,3,0
1,1,69,13,9,6,0
0,2,52,9,13,-6,1
1,3,69,13,9,6,0
0,4,52,9,13,-6,1
1,5,63,13,9,6,0
0,6,53,9,13,-6,1
1,7,63,13,9,6,0
0,8,53,9,13,-6,1
1,9,57,13,9,6,0
0,10,53,9,13,-6,1
1,11,52,13,9,6,0
0,12,55,9,13,-6,1
1,13,30,13,9,6,0
0,14,46,9,13,-6,1
1,15,30,13,9,6,0
0,16,47,9,13,-6,1
1,17,30,13,9,6,0
0,18,33,9,13,-6,1
1,19,15,13,9,6,0
0,20,27,9,13,-6,1
1,21,15,13,9,6,0
0,22,27,9,13,-6,1
1,23,15,13,9,6,0
0,24,7,9,13,-6,1
1,25,15,13,9,6,0
0,1,57,9,19,38,1
1,2,64,19,9,-38,0
0,3,47,9,19,38,1
1,4,64,19,9,-38,0
0,5,40,9,19,38,1
1,6,60,19,9,-38,0
0,7,40,9,19,38,1
1,8,53,19,9,-38,0
0,9,11,9,19,38,1
1,1,50,19,47,-4,0
0,2,70,47,19,4,1
1,3,50,19,47,-4,0
0,4,70,47,19,4,1
1,5,49,19,47,-4,0
0,6,40,47,19,4,1
1,7,43,19,47,-4,0
0,8,35,47,19,4,1
1,9,37,19,47,-4,0
0,10,28,47,19,4,1
1,11,35,19,47,-4,0
0,12,28,47,19,4,1
1,13,35,19,47,-4,0
0,14,27,47,19,4,1
1,15,33,19,47,-4,0
0,16,22,47,19,4,1
0,1,14,51,19,-6,1
1,2,46,19,51,6,0
0,3,14,51,19,-6,1
1,4,46,19,51,6,0
0,5,12,51,19,-6,1
1,6,29,19,51,6,0
0,7,12,51,19,-6,1
1,8,19,19,51,6,0
0,9,12,51,19,-6,1
1,10,11,19,51,6,0
1,1,70,25,51,-23,0
0,2,78,51,25,23,1
1,3,70,25,51,-23,0
0,4,48,51,25,23,1
1,5,68,25,51,-23,0
0,6,50,51,25,23,1
1,7,42,25,51,-23,0
0,8,20,51,25,23,1
1,9,36,25,51,-23,0
0,10,20,51,25,23,1
0,1,57,74,25,22,1
1,2,74,25,74,-22,0
0,3,57,74,25,22,1
1,4,74,25,74,-22,0
0,5,53,74,25,22,1
1,6,70,25,74,-22,0
0,7,55,74,25,22,1
1,8,46,25,74,-22,0
0,9,42,74,25,22,1
1,10,41,25,74,-22,0
0,11,12,74,25,22,1
1,1,74,25,96,-25,0
0,2,74,96,25,25,1
1,3,74,25,96,-25,0
0,4,74,96,25,25,1
1,5,66,25,96,-25,0
0,6,68,96,25,25,1
1,7,61,25,96,-25,0
0,8,62,96,25,25,1
1,9,52,25,96,-25,0
0,10,59,96,25,25,1
1,11,51,25,96,-25,0
0,12,19,96,25,25,1
1,13,51,25,96,-25,0
0,14,19,96,25,25,1
1,15,46,25,96,-25,0
0,16,18,96,25,25,1
1,17,30,25,96,-25,0
0,18,17,96,25,25,1
1,19,25,25,96,-25,0
1,1,66,0,0,2,1
0,2,79,0,0,-2,0
1,3,54,0,0,2,1
0,4,79,0,0,-2,0
1,5,54,0,0,2,1
0,6,77,0,0,-2,0
1,7,52,0,0,2,1
0,8,75,0,0,-2,0
1,9,44,0,0,2,1
0,10,75,0,0,-2,0
1,11,19,0,0,2,1
0,12,75,0,0,-2,0
1,13,16,0,0,2,1
0,14,53,0,0,-2,0
1,15,15,0,0,2,1
0,16,25,0,0,-2,0
1,17,12,0,0,2,1
0,18,19,0,0,-2,0
1,19,12,0,0,2,1
0,20,19,0,0,-2,0
1,21,12,0,0,2,1
0,1,55,0,2,-26,0
1,2,60,2,0,26,1
0,3,55,0,2,-26,0
1,4,30,2,0,26,1
0,5,53,0,2,-26,0
1,6,12,2,0,26,1
0,7,53,0,2,-26,0
1,8,12,2,0,26,1
0,9,37,0,2,-26,0
1,1,64,28,0,17,1
0,2,67,0,28,-17,0
1,3,64,28,0,17,1
0,4,67,0,28,-17,0
1,5,64,28,0,17,1
0,6,58,0,28,-17,0
1,7,64,28,0,17,1
0,8,56,0,28,-17,0
1,9,64,28,0,17,1
0,10,56,0,28,-17,0
1,11,62,28,0,17,1
0,12,56,0,28,-17,0
1,13,34,28,0,17,1
0,14,51,0,28,-17,0
1,15,34,28,0,17,1
0,16,51,0,28,-17,0
1,17,20,28,0,17,1
0,18,52,0,28,-17,0
1,19,15,28,0,17,1
0,20,31,0,28,-17,0
1,21,14,28,0,17,1
0,1,67,0,45,-25,0
1,2,79,45,0,25,1
0,3,67,0,45,-25,0
1,4,79,45,0,25,1
0,5,61,0,45,-25,0
1,6,73,45,0,25,1
0,7,61,0,45,-25,0
1,8,43,45,0,25,1
0,9,61,0,45,-25,0
1,10,41,45,0,25,1
0,11,55,0,45,-25,0
1,12,16,45,0,25,1
0,13,33,0,45,-25,0
1,14,13,45,0,25,1
1,1,45,70,0,4,1
0,2,58,0,70,-4,0
1,3,45,70,0,4,1
0,4,58,0,70,-4,0
1,5,45,70,0,4,1
0,6,63,0,70,-4,0
1,7,25,70,0,4,1
0,8,53,0,70,-4,0
1,9,19,70,0,4,1
0,10,46,0,70,-4,0
1,11,16,70,0,4,1
0,12,20,0,70,-4,0
1,13,16,70,0,4,1
0,14,18,0,70,-4,0
1,15,16,70,0,4,1
0,1,60,0,74,-13,0
1,2,29,74,0,13,1
0,3,60,0,74,-13,0
1,4,29,74,0,13,1
0,5,58,0,74,-13,0
1,6,29,74,0,13,1
0,7,61,0,74,-13,0
1,8,19,74,0,13,1
0,9,32,0,74,-13,0
1,10,19,74,0,13,1
0,11,24,0,74,-13,0
1,12,11,74,0,13,1
0,13,24,0,74,-13,0
1,14,11,74,0,13,1
1,1,77,87,0,18,1
0,2,61,0,87,-18,0
1,3,47,87,0,18,1
0,4,59,0,87,-18,0
1,5,19,87,0,18,1
0,1,47,0,0,-19,0
1,2,41,0,0,19,1
0,3,47,0,0,-19,0
1,4,41,0,0,19,1
0,5,38,0,0,-19,0
1,6,33,0,0,19,1
0,7,38,0,0,-19,0
1,8,16,0,0,19,1
1,1,70,19,0,-37,1
0,2,46,0,19,37,0
1,3,70,19,0,-37,1
0,4,46,0,19,37,0
1,5,66,19,0,-37,1
0,6,46,0,19,37,0
1,7,66,19,0,-37,1
0,8,16,0,19,37,0
0,1,57,37,19,-20,0
1,2,76,19,37,20,1
0,3,57,37,19,-20,0
1,4,76,19,37,20,1
0,5,49,37,19,-20,0
1,6,74,19,37,20,1
0,7,25,37,19,-20,0
1,8,37,19,37,20,1
0,9,25,37,19,-20,0
1,10,36,19,37,20,1
0,11,26,37,19,-20,0
1,12,20,19,37,20,1
0,13,26,37,19,-20,0
1,14,14,19,37,20,1
0,15,29,37,19,-20,0
1,16,14,19,37,20,1
1,1,44,39,37,29,1
0,2,52,37,39,-29,0
1,3,44,39,37,29,1
0,4,42,37,39,-29,0
1,5,34,39,37,29,1
0,1,67,37,68,-15,0
1,2,72,68,37,15,1
0,3,67,37,68,-15,0
1,4,72,68,37,15,1
0,5,67,37,68,-15,0
1,6,43,68,37,15,1
0,7,65,37,68,-15,0
1,8,43,68,37,15,1
0,9,65,37,68,-15,0
1,10,34,68,37,15,1
0,11,65,37,68,-15,0
1,12,30,68,37,15,1
0,13,47,37,68,-15,0
1,14,18,68,37,15,1
0,15,44,37,68,-15,0
1,16,11,68,37,15,1
0,17,23,37,68,-15,0
1,18,11,68,37,15,1
1,1,43,83,37,23,1
0,2,70,37,83,-23,0
1,3,22,83,37,23,1
0,4,53,37,83,-23,0
1,5,20,83,37,23,1
1,1,44,0,0,-25,0
0,2,52,0,0,25,1
1,3,44,0,0,-25,0
0,4,52,0,0,25,1
1,5,39,0,0,-25,0
0,6,23,0,0,25,1
1,7,31,0,0,-25,0
0,1,72,25,0,-15,1
1,2,50,0,25,15,0
0,3,72,25,0,-15,1
1,4,50,0,25,15,0
0,5,65,25,0,-15,1
1,6,43,0,25,15,0
0,7,63,25,0,-15,1
1,8,17,0,25,15,0
0,9,57,25,0,-15,1
1,10,17,0,25,15,0
0,11,34,25,0,-15,1
1,12,17,0,25,15,0
0,13,34,25,0,-15,1
1,14,17,0,25,15,0
0,15,34,25,0,-15,1
1,16,12,0,25,15,0
0,17,24,25,0,-15,1
1,18,12,0,25,15,0
1,1,65,15,25,1,0
0,2,66,25,15,-1,1
1,3,65,15,25,1,0
0,4,39,25,15,-1,1
1,5,60,15,25,1,0
0,6,34,25,15,-1,1
1,7,51,15,25,1,0
0,8,24,25,15,-1,1
1,9,51,15,25,1,0
0,10,21,25,15,-1,1
1,11,27,15,25,1,0
0,12,21,25,15,-1,1
1,13,26,15,25,1,0
0,14,21,25,15,-1,1
1,15,26,15,25,1,0
0,16,16,25,15,-1,1
1,17,19,15,25,1,0
0,1,30,25,16,15,1
1,2,54,16,25,-15,0
0,3,30,25,16,15,1
1,4,54,16,25,-15,0
0,5,25,25,16,15,1
1,6,54,16,25,-15,0
0,7,25,25,16,15,1
1,1,61,16,40,9,0
0,2,56,40,16,-9,1
1,3,61,16,40,9,0
0,4,56,40,16,-9,1
1,5,61,16,40,9,0
0,6,52,40,16,-9,1
1,7,56,16,40,9,0
0,8,52,40,16,-9,1
1,9,48,16,40,9,0
0,10,30,40,16,-9,1
1,11,48,16,40,9,0
0,12,27,40,16,-9,1
1,13,28,16,40,9,0
0,14,31,40,16,-9,1
1,15,12,16,40,9,0
0,16,21,40,16,-9,1
1,17,12,16,40,9,0
0,18,21,40,16,-9,1
1,19,12,16,40,9,0
0,1,75,40,25,3,1
1,2,41,25,40,-3,0
0,3,75,40,25,3,1
1,4,41,25,40,-3,0
0,5,75,40,25,3,1
1,6,41,25,40,-3,0
0,7,73,40,25,3,1
1,8,32,25,40,-3,0
0,9,43,40,25,3,1
1,10,25,25,40,-3,0
0,11,34,40,25,3,1
1,12,15,25,40,-3,0
0,13,12,40,25,3,1
1,14,15,25,40,-3,0
0,15,12,40,25,3,1
1,1,32,25,43,-11,0
0,2,61,43,25,11,1
1,3,32,25,43,-11,0
0,4,55,43,25,11,1
1,5,32,25,43,-11,0
0,6,55,43,25,11,1
1,7,29,25,43,-11,0
0,8,29,43,25,11,1
1,9,22,25,43,-11,0
0,10,12,43,25,11,1
1,11,22,25,43,-11,0
0,12,12,43,25,11,1
0,1,47,54,25,-27,1
1,2,35,25,54,27,0
0,3,47,54,25,-27,1
1,4,35,25,54,27,0
0,5,42,54,25,-27,1
1,6,35,25,54,27,0
0,7,42,54,25,-27,1
1,8,35,25,54,27,0
1,1,54,52,54,-22,0
0,2,61,54,52,22,1
1,3,54,52,54,-22,0
0,4,61,54,52,22,1
1,5,34,52,54,-22,0
0,6,54,54,52,22,1
1,7,30,52,54,-22,0
0,8,26,54,52,22,1
0,1,73,76,52,-4,1
1,2,66,52,76,4,0
0,3,44,76,52,-4,1
1,4,58,52,76,4,0
0,5,44,76,52,-4,1
1,6,29,52,76,4,0
0,7,44,76,52,-4,1
1,8,29,52,76,4,0
0,9,44,76,52,-4,1
1,10,20,52,76,4,0
1,1,54,56,76,-28,0
0,2,75,76,56,28,1
1,3,31,56,76,-28,0
0,4,48,76,56,28,1
1,5,31,56,76,-28,0
0,6,39,76,56,28,1
1,7,30,56,76,-28,0
0,8,19,76,56,28,1
1,9,15,56,76,-28,0
0,10,19,76,56,28,1
1,11,14,56,76,-28,0
0,12,12,76,56,28,1
1,13,13,56,76,-28,0
0,14,12,76,56,28,1
1,15,13,56,76,-28,0
0,16,11,76,56,28,1
1,17,12,56,76,-28,0
0,1,46,0,0,-14,1
1,2,37,0,0,14,0
0,3,46,0,0,-14,1
1,4,37,0,0,14,0
0,5,23,0,0,-14,1
1,6,29,0,0,14,0
1,1,49,14,0,6,0
0,2,48,0,14,-6,1
1,3,49,14,0,6,0
0,4,48,0,14,-6,1
1,5,42,14,0,6,0
0,6,19,0,14,-6,1
1,7,33,14,0,6,0
0,8,15,0,14,-6,1
1,9,31,14,0,6,0
0,10,15,0,14,-6,1
1,11,12,14,0,6,0
0,12,15,0,14,-6,1
1,13,12,14,0,6,0
0,14,17,0,14,-6,1
1,15,13,14,0,6,0
0,16,17,0,14,-6,1
1,17,13,14,0,6,0
0,18,17,0,14,-6,1
1,19,13,14,0,6,0
0,20,17,0,14,-6,1
1,21,13,14,0,6,0
0,22,15,0,14,-6,1
1,23,13,14,0,6,0
0,1,46,0,20,21,1
1,2,73,20,0,-21,0
