current_player,is_current_player_hand_winner,is_current_player_game_winner,current_player_end_hand_score_advantage,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,num_melds,point_sum_melds,num_combos,point_sum_combos,num_knock_cache,point_sum_knock_cache,num_load_cards,point_sum_load_cards,turns_taken,num_nearby_opponent_cards,discard_danger
0.0,0,1,-8.0,38.0,25.0,11.0,4.0,2.0,33.0,1.0,1.0,3.0,3.0,1.0,4.0,12.0,0.0,0.7952621631301664
1.0,1,0,8.0,25.0,38.0,1.0,3.0,3.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.20011026443793703
0.0,1,1,12.0,38.0,33.0,30.0,2.0,2.0,18.0,0.0,0.0,2.0,8.0,2.0,20.0,1.0,0.0,0.40098500019414746
1.0,0,0,-12.0,33.0,38.0,53.0,9.0,0.0,0.0,5.0,32.0,4.0,6.0,2.0,15.0,2.0,0.0,0.23887285420172535
0.0,1,1,12.0,38.0,33.0,23.0,2.0,2.0,18.0,0.0,0.0,2.0,3.0,2.0,17.0,3.0,0.0,0.3121513855226162
1.0,0,0,-12.0,33.0,38.0,34.0,9.0,1.0,12.0,4.0,25.0,4.0,6.0,1.0,5.0,4.0,0.0,0.0739234569366272
0.0,1,1,12.0,38.0,33.0,13.0,1.0,2.0,18.0,0.0,0.0,2.0,3.0,1.0,7.0,5.0,0.0,0.3739621413418921
1.0,0,0,-12.0,33.0,38.0,30.0,9.0,1.0,12.0,4.0,18.0,4.0,6.0,1.0,8.0,6.0,0.0,0.24294805190645752
0.0,1,1,12.0,38.0,33.0,11.0,1.0,2.0,18.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,0.0,0.5449966568871664
1.0,0,0,-12.0,33.0,38.0,29.0,9.0,1.0,12.0,4.0,18.0,4.0,6.0,1.0,7.0,8.0,0.0,0.060940571738079485
0.0,1,1,12.0,38.0,33.0,11.0,1.0,2.0,18.0,0.0,0.0,2.0,3.0,1.0,5.0,9.0,0.0,0.06649501895996171
1.0,0,0,-12.0,33.0,38.0,17.0,6.0,2.0,15.0,2.0,13.0,2.0,4.0,0.0,0.0,10.0,0.0,0.6878807690034956
0.0,1,1,12.0,38.0,33.0,11.0,1.0,2.0,18.0,0.0,0.0,2.0,3.0,1.0,5.0,11.0,0.0,0.20980589386002874
1.0,0,0,-12.0,33.0,38.0,17.0,6.0,2.0,15.0,2.0,13.0,2.0,4.0,0.0,0.0,12.0,0.0,0.7400374867238331
0.0,1,1,12.0,38.0,33.0,5.0,0.0,2.0,24.0,0.0,0.0,2.0,3.0,0.0,0.0,13.0,0.0,0.7541519669569571
1.0,1,0,7.0,33.0,50.0,48.0,3.0,1.0,18.0,1.0,10.0,2.0,4.0,3.0,29.0,1.0,0.0,0.3352339370343459
0.0,0,1,-7.0,50.0,33.0,43.0,3.0,1.0,3.0,1.0,7.0,2.0,4.0,4.0,29.0,2.0,0.0,0.5045479214540984
1.0,1,0,7.0,33.0,50.0,40.0,3.0,1.0,18.0,1.0,10.0,3.0,5.0,2.0,20.0,3.0,0.0,0.44354667657408514
0.0,0,1,-7.0,50.0,33.0,42.0,5.0,1.0,3.0,2.0,23.0,2.0,4.0,2.0,11.0,4.0,0.0,0.20211561817703422
1.0,1,0,7.0,33.0,50.0,40.0,4.0,1.0,18.0,2.0,30.0,3.0,5.0,0.0,0.0,5.0,0.0,0.8101244456374015
0.0,0,1,-7.0,50.0,33.0,42.0,5.0,1.0,3.0,2.0,23.0,2.0,4.0,2.0,11.0,6.0,0.0,0.5852099131559615
1.0,1,0,7.0,33.0,50.0,40.0,4.0,1.0,18.0,2.0,30.0,3.0,5.0,0.0,0.0,7.0,0.0,0.07172816531811924
0.0,0,1,-7.0,50.0,33.0,33.0,3.0,1.0,6.0,1.0,7.0,2.0,4.0,3.0,19.0,8.0,0.0,0.455057257681987
1.0,1,0,7.0,33.0,50.0,33.0,5.0,1.0,18.0,2.0,13.0,3.0,3.0,2.0,14.0,9.0,0.0,0.0
0.0,0,1,-7.0,50.0,33.0,32.0,3.0,1.0,6.0,1.0,7.0,2.0,4.0,3.0,18.0,10.0,0.0,0.26219039456677107
1.0,1,0,7.0,33.0,50.0,11.0,4.0,2.0,33.0,1.0,3.0,3.0,3.0,1.0,4.0,11.0,0.0,0.08158836936165487
0.0,0,1,-7.0,50.0,33.0,29.0,4.0,1.0,6.0,2.0,15.0,2.0,4.0,2.0,11.0,12.0,0.0,0.28034408016208523
1.0,1,0,7.0,33.0,50.0,9.0,6.0,2.0,33.0,2.0,7.0,4.0,5.0,0.0,0.0,13.0,0.0,0.7393322771079466
0.0,1,1,22.0,50.0,40.0,52.0,8.0,1.0,18.0,4.0,55.0,2.0,2.0,0.0,0.0,1.0,0.0,0.16436910697467608
1.0,0,0,-22.0,40.0,50.0,48.0,3.0,1.0,6.0,1.0,20.0,2.0,3.0,3.0,20.0,2.0,0.0,0.44197608350295686
0.0,1,1,22.0,50.0,40.0,23.0,5.0,2.0,45.0,1.0,2.0,2.0,2.0,2.0,18.0,3.0,0.0,0.38598897317618414
1.0,0,0,-22.0,40.0,50.0,48.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,5.0,40.0,4.0,0.0,0.08856591510934712
0.0,1,1,22.0,50.0,40.0,23.0,5.0,2.0,45.0,1.0,2.0,2.0,2.0,2.0,18.0,5.0,0.0,0.0907622541732087
1.0,0,0,-22.0,40.0,50.0,48.0,2.0,1.0,6.0,1.0,20.0,2.0,3.0,3.0,20.0,6.0,0.0,0.4788095496025068
0.0,1,1,22.0,50.0,40.0,17.0,5.0,2.0,45.0,1.0,2.0,3.0,5.0,1.0,8.0,7.0,0.0,0.0
1.0,0,0,-22.0,40.0,50.0,39.0,3.0,1.0,6.0,1.0,0.0,3.0,3.0,4.0,30.0,8.0,0.0,0.0
0.0,1,1,22.0,50.0,40.0,13.0,7.0,2.0,45.0,2.0,9.0,3.0,5.0,0.0,0.0,9.0,0.0,0.30567935931882106
1.0,0,0,-22.0,40.0,50.0,34.0,3.0,1.0,6.0,1.0,0.0,3.0,3.0,4.0,24.0,10.0,0.0,0.16766120473772944
0.0,1,1,22.0,50.0,40.0,13.0,6.0,2.0,45.0,2.0,9.0,3.0,5.0,0.0,0.0,11.0,0.0,0.1682756626619186
1.0,0,0,-22.0,40.0,50.0,34.0,3.0,1.0,6.0,1.0,0.0,3.0,3.0,4.0,24.0,12.0,0.0,0.0
0.0,1,1,22.0,50.0,40.0,4.0,3.0,3.0,48.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,0.0,0.5232248368210934
1.0,0,0,-20.0,40.0,72.0,48.0,3.0,1.0,15.0,1.0,16.0,3.0,7.0,2.0,19.0,1.0,0.0,0.33561350356886926
0.0,1,1,20.0,72.0,40.0,15.0,1.0,2.0,70.0,0.0,0.0,2.0,5.0,1.0,7.0,2.0,0.0,0.37174313382328983
1.0,0,0,-20.0,40.0,72.0,40.0,3.0,1.0,15.0,1.0,16.0,3.0,4.0,2.0,13.0,3.0,0.0,0.5191115962603495
0.0,1,1,20.0,72.0,40.0,15.0,1.0,2.0,70.0,0.0,0.0,2.0,5.0,1.0,7.0,4.0,0.0,0.20074423031960503
1.0,0,0,-20.0,40.0,72.0,38.0,3.0,1.0,15.0,1.0,16.0,3.0,4.0,2.0,11.0,5.0,0.0,0.2919767549396614
0.0,1,1,20.0,72.0,40.0,12.0,1.0,2.0,70.0,0.0,0.0,2.0,5.0,1.0,4.0,6.0,0.0,0.3725687685433943
1.0,0,0,-20.0,40.0,72.0,30.0,3.0,1.0,15.0,1.0,0.0,4.0,4.0,3.0,19.0,7.0,0.0,0.11249464823898339
0.0,1,1,20.0,72.0,40.0,10.0,3.0,2.0,70.0,1.0,4.0,3.0,7.0,0.0,0.0,8.0,0.0,0.675788145050926
0.0,1,1,28.0,92.0,40.0,15.0,4.0,2.0,33.0,1.0,0.0,3.0,2.0,1.0,10.0,1.0,0.0,0.3163954654232076
1.0,0,0,-28.0,40.0,92.0,53.0,5.0,0.0,0.0,3.0,13.0,4.0,5.0,4.0,31.0,2.0,1.0,0.23574570806185322
0.0,1,1,28.0,92.0,40.0,13.0,4.0,2.0,33.0,1.0,0.0,3.0,2.0,1.0,7.0,3.0,0.0,0.4279053338564895
1.0,0,0,-28.0,40.0,92.0,37.0,3.0,1.0,6.0,2.0,9.0,3.0,5.0,3.0,21.0,4.0,1.0,0.2465766659469374
0.0,1,1,28.0,92.0,40.0,13.0,4.0,2.0,33.0,1.0,0.0,3.0,2.0,1.0,7.0,5.0,0.0,0.5045321880032566
1.0,0,0,-28.0,40.0,92.0,37.0,3.0,1.0,6.0,2.0,9.0,3.0,5.0,3.0,21.0,6.0,1.0,0.06462513247753704
0.0,1,1,28.0,92.0,40.0,9.0,4.0,2.0,33.0,1.0,0.0,4.0,5.0,0.0,0.0,7.0,0.0,0.3747967475296373
0.0,1,1,23.0,0.0,0.0,35.0,7.0,1.0,30.0,3.0,27.0,3.0,7.0,1.0,7.0,1.0,0.0,0.38626089278258424
1.0,0,0,-23.0,0.0,0.0,44.0,5.0,1.0,30.0,2.0,35.0,3.0,6.0,1.0,5.0,2.0,1.0,2.490073677611411
0.0,1,1,23.0,0.0,0.0,31.0,8.0,1.0,30.0,5.0,40.0,3.0,6.0,0.0,0.0,3.0,0.0,0.5472422633876782
1.0,0,0,-23.0,0.0,0.0,41.0,3.0,1.0,30.0,1.0,17.0,3.0,6.0,2.0,11.0,4.0,1.0,0.07045891823717977
0.0,1,1,23.0,0.0,0.0,31.0,8.0,1.0,30.0,5.0,40.0,3.0,6.0,0.0,0.0,5.0,0.0,0.38203448799030776
1.0,0,0,-23.0,0.0,0.0,40.0,3.0,1.0,30.0,1.0,16.0,3.0,6.0,2.0,11.0,6.0,1.0,0.1590448073342682
0.0,1,1,23.0,0.0,0.0,27.0,8.0,1.0,30.0,5.0,31.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0889213546608207
1.0,0,0,-23.0,0.0,0.0,40.0,3.0,1.0,30.0,1.0,16.0,3.0,6.0,2.0,11.0,8.0,1.0,0.24383112771971371
0.0,1,1,23.0,0.0,0.0,11.0,4.0,2.0,45.0,2.0,7.0,3.0,4.0,0.0,0.0,9.0,0.0,0.20782644046211182
1.0,0,0,-23.0,0.0,0.0,39.0,1.0,1.0,30.0,0.0,0.0,3.0,6.0,4.0,26.0,10.0,1.0,0.06173702583754458
0.0,1,1,23.0,0.0,0.0,8.0,5.0,2.0,45.0,2.0,1.0,4.0,4.0,0.0,0.0,11.0,0.0,0.5070599955260193
0.0,1,1,43.0,23.0,0.0,22.0,4.0,1.0,40.0,2.0,10.0,4.0,6.0,0.0,0.0,1.0,0.0,0.42570980866855807
1.0,0,0,-43.0,0.0,23.0,43.0,5.0,1.0,30.0,2.0,5.0,3.0,4.0,4.0,33.0,2.0,0.0,0.06156015354994918
0.0,1,1,43.0,23.0,0.0,14.0,1.0,2.0,40.0,0.0,0.0,2.0,6.0,1.0,5.0,3.0,0.0,0.4770724282838079
1.0,0,0,-43.0,0.0,23.0,29.0,2.0,2.0,33.0,0.0,0.0,2.0,8.0,2.0,17.0,4.0,0.0,0.07236190095804639
0.0,1,1,43.0,23.0,0.0,14.0,1.0,2.0,40.0,0.0,0.0,2.0,6.0,1.0,5.0,5.0,0.0,0.2778786084460823
1.0,0,0,-43.0,0.0,23.0,29.0,2.0,2.0,33.0,0.0,0.0,2.0,8.0,2.0,17.0,6.0,0.0,0.06880455883829499
0.0,1,1,43.0,23.0,0.0,14.0,1.0,2.0,40.0,0.0,0.0,2.0,6.0,1.0,5.0,7.0,0.0,0.0
1.0,0,0,-43.0,0.0,23.0,25.0,4.0,2.0,33.0,1.0,11.0,2.0,7.0,1.0,8.0,8.0,0.0,0.3060255932353534
0.0,1,1,43.0,23.0,0.0,14.0,1.0,2.0,40.0,0.0,0.0,2.0,6.0,1.0,5.0,9.0,0.0,0.5044291681538652
1.0,0,0,-43.0,0.0,23.0,24.0,4.0,2.0,33.0,1.0,11.0,2.0,7.0,1.0,7.0,10.0,0.0,0.0
0.0,1,1,43.0,23.0,0.0,13.0,3.0,2.0,40.0,1.0,8.0,2.0,6.0,0.0,0.0,11.0,0.0,0.2728269822225861
1.0,0,0,-43.0,0.0,23.0,20.0,4.0,2.0,33.0,1.0,11.0,2.0,5.0,0.0,0.0,12.0,0.0,0.21435189439595645
0.0,1,1,43.0,23.0,0.0,11.0,3.0,2.0,40.0,1.0,4.0,2.0,4.0,1.0,4.0,13.0,0.0,0.44409713144629537
1.0,0,0,-43.0,0.0,23.0,18.0,2.0,2.0,33.0,0.0,0.0,2.0,5.0,2.0,9.0,14.0,0.0,0.229235425607085
0.0,1,1,43.0,23.0,0.0,11.0,3.0,2.0,40.0,1.0,4.0,2.0,4.0,1.0,4.0,15.0,0.0,0.0
1.0,0,0,-43.0,0.0,23.0,18.0,2.0,2.0,33.0,0.0,0.0,2.0,5.0,2.0,9.0,16.0,0.0,0.07701513517056258
0.0,1,1,43.0,23.0,0.0,0.0,2.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.6435252908941929
1.0,0,0,-11.0,0.0,66.0,60.0,8.0,0.0,0.0,4.0,29.0,3.0,5.0,3.0,30.0,1.0,0.0,0.23669450664402686
0.0,1,1,11.0,66.0,0.0,41.0,4.0,1.0,6.0,1.0,12.0,3.0,7.0,2.0,15.0,2.0,0.0,0.4894634786567495
1.0,0,0,-11.0,0.0,66.0,60.0,8.0,0.0,0.0,4.0,29.0,3.0,5.0,3.0,29.0,3.0,0.0,0.3087581090440133
0.0,1,1,11.0,66.0,0.0,34.0,4.0,1.0,6.0,1.0,12.0,3.0,4.0,2.0,11.0,4.0,0.0,0.5595703468264852
1.0,0,0,-11.0,0.0,66.0,59.0,8.0,0.0,0.0,4.0,29.0,3.0,5.0,3.0,27.0,5.0,0.0,0.12211685446638312
0.0,1,1,11.0,66.0,0.0,29.0,6.0,1.0,6.0,2.0,17.0,4.0,6.0,1.0,4.0,6.0,0.0,0.4703157170994036
1.0,0,0,-11.0,0.0,66.0,59.0,10.0,0.0,0.0,6.0,64.0,3.0,5.0,0.0,0.0,7.0,0.0,0.3907326632526696
0.0,1,1,11.0,66.0,0.0,29.0,6.0,1.0,6.0,2.0,17.0,4.0,6.0,1.0,4.0,8.0,0.0,0.14110116802068245
1.0,0,0,-11.0,0.0,66.0,57.0,9.0,0.0,0.0,5.0,46.0,3.0,5.0,1.0,7.0,9.0,0.0,0.16840461868207235
0.0,1,1,11.0,66.0,0.0,25.0,5.0,1.0,6.0,2.0,9.0,4.0,6.0,2.0,10.0,10.0,0.0,0.3811466741204999
1.0,0,0,-11.0,0.0,66.0,33.0,6.0,1.0,18.0,3.0,19.0,3.0,5.0,1.0,8.0,11.0,0.0,0.0
0.0,1,1,11.0,66.0,0.0,25.0,5.0,1.0,6.0,2.0,9.0,4.0,6.0,2.0,10.0,12.0,0.0,0.0
1.0,0,0,-11.0,0.0,66.0,25.0,6.0,1.0,18.0,3.0,19.0,4.0,5.0,0.0,0.0,13.0,0.0,0.15635804004577947
0.0,1,1,11.0,66.0,0.0,12.0,2.0,2.0,12.0,0.0,0.0,3.0,4.0,1.0,4.0,14.0,0.0,0.47235196213135333
1.0,0,0,-11.0,0.0,66.0,25.0,6.0,1.0,18.0,3.0,19.0,4.0,5.0,0.0,0.0,15.0,0.0,0.0
0.0,1,1,11.0,66.0,0.0,12.0,2.0,2.0,12.0,0.0,0.0,3.0,4.0,1.0,4.0,16.0,0.0,0.29574365995463925
1.0,0,0,-11.0,0.0,66.0,25.0,6.0,1.0,18.0,3.0,19.0,4.0,5.0,0.0,0.0,17.0,0.0,0.0
0.0,1,1,11.0,66.0,0.0,8.0,3.0,2.0,12.0,2.0,1.0,4.0,4.0,0.0,0.0,18.0,0.0,0.9925732256823644
0.0,0,1,-3.0,77.0,0.0,20.0,4.0,2.0,30.0,1.0,6.0,3.0,7.0,1.0,10.0,1.0,0.0,0.32256683968627986
1.0,1,0,3.0,0.0,77.0,40.0,9.0,1.0,30.0,4.0,35.0,3.0,7.0,0.0,0.0,2.0,1.0,0.32619378876190697
0.0,0,1,-3.0,77.0,0.0,20.0,4.0,2.0,30.0,1.0,6.0,3.0,7.0,1.0,10.0,3.0,0.0,0.5222349277674871
1.0,1,0,3.0,0.0,77.0,40.0,7.0,1.0,30.0,3.0,18.0,3.0,7.0,2.0,18.0,4.0,1.0,0.2497277665161492
0.0,0,1,-3.0,77.0,0.0,20.0,4.0,2.0,30.0,1.0,6.0,3.0,7.0,1.0,9.0,5.0,0.0,0.38898218414376373
1.0,1,0,3.0,0.0,77.0,34.0,8.0,1.0,30.0,4.0,24.0,3.0,7.0,1.0,8.0,6.0,1.0,0.0710086165937876
0.0,0,1,-3.0,77.0,0.0,19.0,4.0,2.0,30.0,1.0,6.0,3.0,7.0,1.0,8.0,7.0,0.0,0.5989320786111622
1.0,1,0,3.0,0.0,77.0,25.0,8.0,1.0,39.0,4.0,24.0,3.0,7.0,0.0,0.0,8.0,1.0,0.6647154027159002
0.0,0,1,-3.0,77.0,0.0,19.0,4.0,2.0,30.0,1.0,6.0,3.0,7.0,1.0,8.0,9.0,0.0,0.09894565495206015
1.0,1,0,3.0,0.0,77.0,20.0,7.0,1.0,39.0,3.0,15.0,3.0,4.0,1.0,4.0,10.0,0.0,0.5714521658062827
0.0,0,1,-3.0,77.0,0.0,11.0,5.0,2.0,30.0,2.0,7.0,3.0,4.0,0.0,0.0,11.0,0.0,0.18201005690872685
1.0,1,0,3.0,0.0,77.0,8.0,3.0,2.0,45.0,0.0,0.0,3.0,5.0,0.0,0.0,12.0,0.0,0.31851294054215123
1.0,1,0,12.0,3.0,77.0,27.0,2.0,2.0,48.0,0.0,0.0,2.0,7.0,2.0,17.0,1.0,0.0,0.5129216454917276
0.0,0,1,-12.0,77.0,3.0,24.0,6.0,1.0,30.0,2.0,8.0,4.0,5.0,2.0,9.0,2.0,1.0,0.29687151725257194
1.0,1,0,12.0,3.0,77.0,27.0,2.0,2.0,48.0,0.0,0.0,2.0,7.0,2.0,17.0,3.0,0.0,0.0684361816789638
0.0,0,1,-12.0,77.0,3.0,21.0,7.0,1.0,30.0,3.0,11.0,4.0,4.0,1.0,4.0,4.0,1.0,0.4308995161226846
1.0,1,0,12.0,3.0,77.0,21.0,2.0,2.0,48.0,0.0,0.0,2.0,5.0,2.0,12.0,5.0,0.0,0.04683801004716586
0.0,0,1,-12.0,77.0,3.0,21.0,7.0,1.0,30.0,3.0,11.0,4.0,4.0,1.0,4.0,6.0,1.0,0.7255236306697418
1.0,1,0,12.0,3.0,77.0,21.0,2.0,2.0,48.0,0.0,0.0,2.0,5.0,2.0,12.0,7.0,0.0,0.5347230098736521
0.0,0,1,-12.0,77.0,3.0,21.0,6.0,1.0,30.0,3.0,11.0,4.0,4.0,1.0,4.0,8.0,1.0,0.4833979083627086
1.0,1,0,12.0,3.0,77.0,19.0,3.0,2.0,48.0,1.0,10.0,2.0,5.0,0.0,0.0,9.0,0.0,0.4150240553652445
0.0,0,1,-12.0,77.0,3.0,21.0,6.0,1.0,30.0,3.0,11.0,4.0,4.0,1.0,4.0,10.0,1.0,0.3395804635954526
1.0,1,0,12.0,3.0,77.0,15.0,2.0,2.0,48.0,0.0,0.0,3.0,6.0,1.0,5.0,11.0,0.0,0.15711431882029897
0.0,0,1,-12.0,77.0,3.0,21.0,6.0,1.0,30.0,3.0,11.0,4.0,4.0,1.0,4.0,12.0,1.0,0.4125717645067679
1.0,1,0,12.0,3.0,77.0,9.0,1.0,2.0,54.0,0.0,0.0,3.0,6.0,0.0,0.0,13.0,0.0,0.10376897019762923
1.0,1,0,12.0,15.0,77.0,40.0,0.0,1.0,40.0,0.0,0.0,2.0,5.0,4.0,29.0,1.0,0.0,0.22806316007098038
0.0,0,1,-12.0,77.0,15.0,36.0,3.0,1.0,6.0,1.0,7.0,2.0,4.0,3.0,23.0,2.0,0.0,0.7992678107537764
1.0,1,0,12.0,15.0,77.0,21.0,2.0,2.0,57.0,0.0,0.0,2.0,5.0,2.0,12.0,3.0,0.0,0.29951677288595097
0.0,0,1,-12.0,77.0,15.0,31.0,4.0,1.0,6.0,2.0,15.0,2.0,4.0,2.0,13.0,4.0,0.0,0.21046752834979893
1.0,1,0,12.0,15.0,77.0,21.0,2.0,2.0,57.0,0.0,0.0,2.0,5.0,2.0,12.0,5.0,0.0,0.11329578795884099
0.0,0,1,-12.0,77.0,15.0,19.0,3.0,2.0,12.0,1.0,8.0,2.0,5.0,1.0,6.0,6.0,0.0,0.6014212407070265
1.0,1,0,12.0,15.0,77.0,13.0,2.0,2.0,64.0,0.0,0.0,2.0,5.0,1.0,5.0,7.0,0.0,0.44469071747346917
0.0,0,1,-12.0,77.0,15.0,19.0,3.0,2.0,12.0,1.0,8.0,2.0,5.0,1.0,6.0,8.0,0.0,0.044527367768478515
1.0,1,0,12.0,15.0,77.0,7.0,1.0,2.0,74.0,0.0,0.0,2.0,5.0,0.0,0.0,9.0,0.0,0.7146268360955378
1.0,0,0,-9.0,27.0,77.0,69.0,2.0,0.0,0.0,1.0,16.0,3.0,4.0,5.0,42.0,1.0,0.0,0.3285809871002412
0.0,1,1,9.0,77.0,27.0,65.0,2.0,0.0,0.0,1.0,12.0,3.0,3.0,5.0,42.0,2.0,0.0,0.14381200869036626
1.0,0,0,-9.0,27.0,77.0,60.0,4.0,0.0,0.0,2.0,16.0,4.0,4.0,4.0,32.0,3.0,0.0,0.5900042794500223
0.0,1,1,9.0,77.0,27.0,35.0,4.0,1.0,29.0,1.0,12.0,3.0,3.0,2.0,13.0,4.0,0.0,0.1766635264638694
1.0,0,0,-9.0,27.0,77.0,57.0,5.0,0.0,0.0,3.0,27.0,4.0,4.0,2.0,17.0,5.0,0.0,1.1166887887224384
0.0,1,1,9.0,77.0,27.0,26.0,3.0,1.0,39.0,1.0,12.0,3.0,3.0,1.0,5.0,6.0,0.0,0.7067737604418749
1.0,0,0,-9.0,27.0,77.0,29.0,4.0,1.0,24.0,2.0,11.0,4.0,4.0,1.0,7.0,7.0,0.0,0.6200869757555127
0.0,1,1,9.0,77.0,27.0,26.0,3.0,1.0,39.0,1.0,12.0,3.0,3.0,1.0,5.0,8.0,0.0,0.8791272754865702
1.0,0,0,-9.0,27.0,77.0,23.0,7.0,1.0,24.0,4.0,14.0,5.0,5.0,0.0,0.0,9.0,0.0,0.15878572159360807
0.0,1,1,9.0,77.0,27.0,20.0,3.0,1.0,39.0,1.0,0.0,4.0,3.0,2.0,11.0,10.0,0.0,0.44590287748905466
1.0,0,0,-9.0,27.0,77.0,23.0,7.0,1.0,24.0,4.0,14.0,5.0,5.0,0.0,0.0,11.0,0.0,0.6222419635207892
0.0,1,1,9.0,77.0,27.0,20.0,3.0,1.0,39.0,1.0,0.0,4.0,3.0,2.0,11.0,12.0,0.0,0.0
1.0,0,0,-9.0,27.0,77.0,22.0,8.0,1.0,24.0,4.0,13.0,5.0,5.0,0.0,0.0,13.0,0.0,0.0716076570165452
0.0,1,1,9.0,77.0,27.0,16.0,6.0,1.0,39.0,2.0,4.0,5.0,5.0,1.0,5.0,14.0,0.0,0.1980598246771439
1.0,0,0,-9.0,27.0,77.0,21.0,6.0,1.0,24.0,3.0,3.0,5.0,5.0,2.0,9.0,15.0,0.0,0.2234094882946555
0.0,1,1,9.0,77.0,27.0,12.0,7.0,1.0,39.0,4.0,7.0,5.0,4.0,0.0,0.0,16.0,0.0,0.5336897011749628
1.0,0,0,-9.0,27.0,77.0,18.0,6.0,1.0,24.0,3.0,3.0,5.0,4.0,2.0,7.0,17.0,0.0,0.0
0.0,1,1,9.0,77.0,27.0,9.0,6.0,1.0,47.0,3.0,3.0,5.0,4.0,0.0,0.0,18.0,1.0,0.9727464372636856
1.0,1,0,27.0,27.0,86.0,41.0,2.0,1.0,24.0,1.0,20.0,2.0,3.0,2.0,15.0,1.0,0.0,0.32127664336331585
0.0,0,1,-27.0,86.0,27.0,45.0,5.0,1.0,24.0,2.0,24.0,3.0,4.0,2.0,17.0,2.0,0.0,0.26395120455882304
1.0,1,0,27.0,27.0,86.0,34.0,0.0,1.0,24.0,0.0,0.0,3.0,5.0,3.0,25.0,3.0,0.0,0.10476376975323803
0.0,0,1,-27.0,86.0,27.0,43.0,7.0,1.0,24.0,3.0,38.0,3.0,4.0,0.0,0.0,4.0,0.0,0.13714829447691984
1.0,1,0,27.0,27.0,86.0,14.0,2.0,2.0,36.0,0.0,0.0,2.0,2.0,1.0,10.0,5.0,0.0,0.17667522632008112
0.0,0,1,-27.0,86.0,27.0,33.0,4.0,1.0,32.0,2.0,18.0,3.0,4.0,1.0,10.0,6.0,0.0,0.21326887136441436
1.0,1,0,27.0,27.0,86.0,6.0,2.0,2.0,36.0,0.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,0.6476583740760234
1.0,0,0,-10.0,54.0,86.0,53.0,6.0,0.0,0.0,3.0,37.0,4.0,6.0,1.0,6.0,1.0,0.0,0.3599587455087564
0.0,1,1,10.0,86.0,54.0,38.0,8.0,1.0,27.0,4.0,30.0,2.0,5.0,1.0,10.0,2.0,0.0,0.24854381940028403
1.0,0,0,-10.0,54.0,86.0,53.0,5.0,0.0,0.0,3.0,37.0,4.0,6.0,1.0,6.0,3.0,0.0,0.22549387156043155
0.0,1,1,10.0,86.0,54.0,31.0,10.0,1.0,27.0,5.0,34.0,3.0,7.0,0.0,0.0,4.0,0.0,0.08676851589317217
1.0,0,0,-10.0,54.0,86.0,33.0,1.0,1.0,12.0,0.0,0.0,4.0,6.0,3.0,21.0,5.0,0.0,0.0
0.0,1,1,10.0,86.0,54.0,31.0,10.0,1.0,27.0,5.0,34.0,3.0,7.0,0.0,0.0,6.0,0.0,0.3240243488954786
1.0,0,0,-10.0,54.0,86.0,25.0,5.0,1.0,12.0,2.0,5.0,4.0,4.0,3.0,14.0,7.0,0.0,0.0
0.0,1,1,10.0,86.0,54.0,18.0,5.0,2.0,33.0,1.0,9.0,2.0,5.0,0.0,0.0,8.0,0.0,0.5543692529311738
1.0,0,0,-10.0,54.0,86.0,25.0,5.0,1.0,12.0,2.0,5.0,4.0,4.0,3.0,14.0,9.0,0.0,0.6053437462071851
0.0,1,1,10.0,86.0,54.0,18.0,5.0,2.0,33.0,1.0,9.0,2.0,5.0,0.0,0.0,10.0,0.0,0.09218137077446248
1.0,0,0,-10.0,54.0,86.0,25.0,5.0,1.0,12.0,2.0,5.0,4.0,4.0,3.0,14.0,11.0,0.0,0.3677028308223616
0.0,1,1,10.0,86.0,54.0,18.0,5.0,2.0,33.0,1.0,9.0,2.0,5.0,0.0,0.0,12.0,0.0,0.0
1.0,0,0,-10.0,54.0,86.0,19.0,6.0,1.0,12.0,3.0,5.0,5.0,4.0,2.0,8.0,13.0,0.0,0.5277218944525114
0.0,1,1,10.0,86.0,54.0,18.0,5.0,2.0,33.0,1.0,9.0,2.0,5.0,0.0,0.0,14.0,0.0,0.09254946338696862
1.0,0,0,-10.0,54.0,86.0,19.0,6.0,1.0,12.0,3.0,5.0,5.0,4.0,2.0,8.0,15.0,0.0,0.8028423935760423
0.0,1,1,10.0,86.0,54.0,18.0,5.0,2.0,33.0,1.0,9.0,2.0,5.0,0.0,0.0,16.0,0.0,0.0
1.0,0,0,-10.0,54.0,86.0,19.0,6.0,1.0,12.0,3.0,5.0,5.0,4.0,2.0,8.0,17.0,0.0,0.0
0.0,1,1,10.0,86.0,54.0,13.0,3.0,2.0,33.0,0.0,0.0,3.0,5.0,1.0,4.0,18.0,0.0,0.47615151383748766
